ico,nazov,obec,okres,kraj,lat,lon,sektor,typ_nazov,odpad_kod,odpad,katalogove_cislo_navrh,pravny_status,sezonnost,uroven_dokazu
31434118,HYDINÁRI s.r.o.,Veľké Zálužie,Nitra,Nitriansky,48.308171,17.940569,Poľnohospodárstvo a chov,Hydinárska prevádzka,zvp_kat3,Živočíšne vedľajšie produkty kategórie 3,02 02 02,vedlajsi_produkt,celorocne,D
31434118,HYDINÁRI s.r.o.,Veľké Zálužie,Nitra,Nitriansky,48.308171,17.940569,Poľnohospodárstvo a chov,Hydinárska prevádzka,zvp_kat2,Živočíšne vedľajšie produkty kategórie 2,02 02 02,odpad,celorocne,D
31435432,Pekáreň VIESKATRANS spol. s r.o.,Nová Vieska,Nové Zámky,Nitriansky,47.869087,18.461012,Potravinárstvo a nápoje,Pekáreň,pekarenske_zvysky,Pekárenské zvyšky,02 06 01,vedlajsi_produkt,celorocne,D
31435432,Pekáreň VIESKATRANS spol. s r.o.,Nová Vieska,Nové Zámky,Nitriansky,47.869087,18.461012,Potravinárstvo a nápoje,Pekáreň,cestovinove_zvysky,Cestovinové a múčne zvyšky,02 06 01,vedlajsi_produkt,celorocne,D
31436641,"PD Veľká Hradná, a.s.",Veľká Hradná,Trenčín,Trenčiansky,48.768904,18.142173,Poľnohospodárstvo a chov,Poľnohospodárske družstvo,slama_obilna,Obilná slama,02 01 03,vedlajsi_produkt,sezonne_leto,D
31436641,"PD Veľká Hradná, a.s.",Veľká Hradná,Trenčín,Trenčiansky,48.768904,18.142173,Poľnohospodárstvo a chov,Poľnohospodárske družstvo,kukuricne_korovie,Kukuričné kôrovie a stonky,02 01 03,vedlajsi_produkt,sezonne_jesen,D
31436641,"PD Veľká Hradná, a.s.",Veľká Hradná,Trenčín,Trenčiansky,48.768904,18.142173,Poľnohospodárstvo a chov,Poľnohospodárske družstvo,repkova_slama,Repková slama,02 01 03,vedlajsi_produkt,sezonne_leto,D
31436641,"PD Veľká Hradná, a.s.",Veľká Hradná,Trenčín,Trenčiansky,48.768904,18.142173,Poľnohospodárstvo a chov,Poľnohospodárske družstvo,travna_hmota_ttp,Trávna hmota z lúk a TTP,02 01 03,vedlajsi_produkt,sezonne_leto,D
31436641,"PD Veľká Hradná, a.s.",Veľká Hradná,Trenčín,Trenčiansky,48.768904,18.142173,Poľnohospodárstvo a chov,Poľnohospodárske družstvo,hnoj_hovadzi,Maštaľný hnoj hovädzí,02 01 06,odpad,celorocne,D
31436641,"PD Veľká Hradná, a.s.",Veľká Hradná,Trenčín,Trenčiansky,48.768904,18.142173,Poľnohospodárstvo a chov,Poľnohospodárske družstvo,hnojovica_osipane,Hnojovica ošípaných,02 01 06,odpad,celorocne,D
31436641,"PD Veľká Hradná, a.s.",Veľká Hradná,Trenčín,Trenčiansky,48.768904,18.142173,Poľnohospodárstvo a chov,Poľnohospodárske družstvo,odpad_cistenie_zrna,Odpad z čistenia a sušenia obilia,02 01 03,vedlajsi_produkt,sezonne_leto,D
31436641,"PD Veľká Hradná, a.s.",Veľká Hradná,Trenčín,Trenčiansky,48.768904,18.142173,Poľnohospodárstvo a chov,Poľnohospodárske družstvo,slnecnicove_stonky,Slnečnicové stonky a úbory,02 01 03,odpad,sezonne_jesen,D
31438881,"HYDINA SÚLOVCE, s.r.o.",Súlovce,Topoľčany,Nitriansky,48.466667,18.166667,Poľnohospodárstvo a chov,Hydinárska prevádzka,perie,Perie z hydinových bitúnkov,02 02 02,odpad,celorocne,D
31438881,"HYDINA SÚLOVCE, s.r.o.",Súlovce,Topoľčany,Nitriansky,48.466667,18.166667,Poľnohospodárstvo a chov,Hydinárska prevádzka,hydinovy_trus,Hydinový trus a podstielka,02 01 06,odpad,celorocne,D
31438881,"HYDINA SÚLOVCE, s.r.o.",Súlovce,Topoľčany,Nitriansky,48.466667,18.166667,Poľnohospodárstvo a chov,Hydinárska prevádzka,krv_bitunok,Krv z bitúnku,02 02 03,vedlajsi_produkt,celorocne,D
31438881,"HYDINA SÚLOVCE, s.r.o.",Súlovce,Topoľčany,Nitriansky,48.466667,18.166667,Poľnohospodárstvo a chov,Hydinárska prevádzka,kadavery,Uhynuté zvieratá (kadávery),02 01 02,odpad,celorocne,D
31438881,"HYDINA SÚLOVCE, s.r.o.",Súlovce,Topoľčany,Nitriansky,48.466667,18.166667,Poľnohospodárstvo a chov,Hydinárska prevádzka,zvp_kat3,Živočíšne vedľajšie produkty kategórie 3,02 02 02,vedlajsi_produkt,celorocne,D
31438881,"HYDINA SÚLOVCE, s.r.o.",Súlovce,Topoľčany,Nitriansky,48.466667,18.166667,Poľnohospodárstvo a chov,Hydinárska prevádzka,zvp_kat2,Živočíšne vedľajšie produkty kategórie 2,02 02 02,odpad,celorocne,D
31448291,"Pivovar Diakovce, spol. s r.o.",Hanušovce nad Topľou,Vranov nad Topľou,Prešovský,49.033333,21.5,Potravinárstvo a nápoje,Pivovar / minipivovar,pivovarske_mlato,Pivovarské mláto,02 07 01,vedlajsi_produkt,celorocne,D
31448291,"Pivovar Diakovce, spol. s r.o.",Hanušovce nad Topľou,Vranov nad Topľou,Prešovský,49.033333,21.5,Potravinárstvo a nápoje,Pivovar / minipivovar,pivovarske_kvasnice,Pivovarské kvasnice,02 07 05,vedlajsi_produkt,celorocne,D
31448291,"Pivovar Diakovce, spol. s r.o.",Hanušovce nad Topľou,Vranov nad Topľou,Prešovský,49.033333,21.5,Potravinárstvo a nápoje,Pivovar / minipivovar,chmelovy_mlat,Chmeľový mlát,02 07 01,odpad,celorocne,D
31448291,"Pivovar Diakovce, spol. s r.o.",Hanušovce nad Topľou,Vranov nad Topľou,Prešovský,49.033333,21.5,Potravinárstvo a nápoje,Pivovar / minipivovar,kremelinovy_kal,Kremelinový kal z filtrácie,02 07 05,odpad,celorocne,D
31559107,Liptovské pekárne a cukrárne VČELA - Lippek s.r.o.,Liptovský Mikuláš,Liptovský Mikuláš,Žilinský,49.083333,19.616667,Potravinárstvo a nápoje,Pekáreň,pekarenske_zvysky,Pekárenské zvyšky,02 06 01,vedlajsi_produkt,celorocne,D
31559107,Liptovské pekárne a cukrárne VČELA - Lippek s.r.o.,Liptovský Mikuláš,Liptovský Mikuláš,Žilinský,49.083333,19.616667,Potravinárstvo a nápoje,Pekáreň,cestovinove_zvysky,Cestovinové a múčne zvyšky,02 06 01,vedlajsi_produkt,celorocne,D
31561802,"DOBROTA, a.s.",Prievidza,Prievidza,Trenčiansky,48.77104,18.623306,Potravinárstvo a nápoje,Pekáreň,pekarenske_zvysky,Pekárenské zvyšky,02 06 01,vedlajsi_produkt,celorocne,D
31561802,"DOBROTA, a.s.",Prievidza,Prievidza,Trenčiansky,48.77104,18.623306,Potravinárstvo a nápoje,Pekáreň,cestovinove_zvysky,Cestovinové a múčne zvyšky,02 06 01,vedlajsi_produkt,celorocne,D
31562116,"DS Smith Turpak Obaly, a.s.",Martin,Martin,Žilinský,49.07226,18.929174,"Drevo, lesníctvo a ostatné",Papiereň a celulózka,papierensky_kal,Papierenský kal,03 03 11,odpad,celorocne,D
31562116,"DS Smith Turpak Obaly, a.s.",Martin,Martin,Žilinský,49.07226,18.929174,"Drevo, lesníctvo a ostatné",Papiereň a celulózka,vlaknity_vymet,Výmety z vlákien a plnív,03 03 10,odpad,celorocne,D
31562116,"DS Smith Turpak Obaly, a.s.",Martin,Martin,Žilinský,49.07226,18.929174,"Drevo, lesníctvo a ostatné",Papiereň a celulózka,kora,Odpadová kôra,03 01 01,vedlajsi_produkt,celorocne,D
31563490,"Ryba Žilina, spol. s r.o.",Žilina,Žilina,Žilinský,49.223464,18.739498,"Drevo, lesníctvo a ostatné",Rybárstvo a akvakultúra,rybie_zvysky,"Rybie hlavy, vnútornosti a kosti",02 02 03,vedlajsi_produkt,celorocne,D
31563490,"Ryba Žilina, spol. s r.o.",Žilina,Žilina,Žilinský,49.223464,18.739498,"Drevo, lesníctvo a ostatné",Rybárstvo a akvakultúra,kal_akvakultura,Kal z akvakultúry,02 01 01,odpad,celorocne,D
31568386,"SLOVENSKÉ CUKROVARY, s.r.o.",Sereď,Galanta,Trnavský,48.288903,17.730881,Potravinárstvo a nápoje,Cukrovar,repne_rezky,Cukrovarnícke repné rezky,02 04 99,krmna_surovina,sezonne_jesen,D
31568386,"SLOVENSKÉ CUKROVARY, s.r.o.",Sereď,Galanta,Trnavský,48.288903,17.730881,Potravinárstvo a nápoje,Cukrovar,melasa,Melasa,02 04 99,krmna_surovina,sezonne_jesen,D
31568386,"SLOVENSKÉ CUKROVARY, s.r.o.",Sereď,Galanta,Trnavský,48.288903,17.730881,Potravinárstvo a nápoje,Cukrovar,saturacne_kaly,Saturačné kaly,02 04 02,odpad,sezonne_jesen,D
31568386,"SLOVENSKÉ CUKROVARY, s.r.o.",Sereď,Galanta,Trnavský,48.288903,17.730881,Potravinárstvo a nápoje,Cukrovar,repna_zemina,Zemina a chvostíky z prania repy,02 04 01,odpad,sezonne_jesen,D
31574912,"AGROFARMA, spol. s r.o. Červený Kameň",Červený Kameň,Ilava,Trenčiansky,49.083333,18.183333,Poľnohospodárstvo a chov,Živočíšna farma,hnoj_hovadzi,Maštaľný hnoj hovädzí,02 01 06,odpad,celorocne,D
31574912,"AGROFARMA, spol. s r.o. Červený Kameň",Červený Kameň,Ilava,Trenčiansky,49.083333,18.183333,Poľnohospodárstvo a chov,Živočíšna farma,hnojovica_osipane,Hnojovica ošípaných,02 01 06,odpad,celorocne,D
31574912,"AGROFARMA, spol. s r.o. Červený Kameň",Červený Kameň,Ilava,Trenčiansky,49.083333,18.183333,Poľnohospodárstvo a chov,Živočíšna farma,ovciarsky_hnoj,Ovčí a kozí hnoj,02 01 06,odpad,celorocne,D
31574912,"AGROFARMA, spol. s r.o. Červený Kameň",Červený Kameň,Ilava,Trenčiansky,49.083333,18.183333,Poľnohospodárstvo a chov,Živočíšna farma,travna_hmota_ttp,Trávna hmota z lúk a TTP,02 01 03,vedlajsi_produkt,sezonne_leto,D
31574912,"AGROFARMA, spol. s r.o. Červený Kameň",Červený Kameň,Ilava,Trenčiansky,49.083333,18.183333,Poľnohospodárstvo a chov,Živočíšna farma,kadavery,Uhynuté zvieratá (kadávery),02 01 02,odpad,celorocne,D
31577156,"Slovryb, a.s.",Ružomberok,Ružomberok,Žilinský,49.08187,19.302965,"Drevo, lesníctvo a ostatné",Rybárstvo a akvakultúra,rybie_zvysky,"Rybie hlavy, vnútornosti a kosti",02 02 03,vedlajsi_produkt,celorocne,D
31577156,"Slovryb, a.s.",Ružomberok,Ružomberok,Žilinský,49.08187,19.302965,"Drevo, lesníctvo a ostatné",Rybárstvo a akvakultúra,kal_akvakultura,Kal z akvakultúry,02 01 01,odpad,celorocne,D
31579183,Technické služby mesta Prievidza s.r.o.,Prievidza,Prievidza,Trenčiansky,48.77104,18.623306,Komunálny a gastro bioodpad,Technické služby mesta / obce,travna_hmota_kosba,Trávna hmota z kosby verejnej zelene,20 02 01,odpad,sezonne_leto,D
31579183,Technické služby mesta Prievidza s.r.o.,Prievidza,Prievidza,Trenčiansky,48.77104,18.623306,Komunálny a gastro bioodpad,Technické služby mesta / obce,konare_stiepka,Konáre a drevná štiepka z údržby zelene,20 02 01,odpad,sezonne_jar,D
31579183,Technické služby mesta Prievidza s.r.o.,Prievidza,Prievidza,Trenčiansky,48.77104,18.623306,Komunálny a gastro bioodpad,Technické služby mesta / obce,listie,Lístie z verejnej zelene,20 02 01,odpad,sezonne_jesen,D
31579183,Technické služby mesta Prievidza s.r.o.,Prievidza,Prievidza,Trenčiansky,48.77104,18.623306,Komunálny a gastro bioodpad,Technické služby mesta / obce,bro_zahrady,Biologicky rozložiteľný odpad zo záhrad,20 02 01,odpad,sezonne_leto,D
31579183,Technické služby mesta Prievidza s.r.o.,Prievidza,Prievidza,Trenčiansky,48.77104,18.623306,Komunálny a gastro bioodpad,Technické služby mesta / obce,odpad_trhoviska,Odpad z trhovísk,20 03 02,odpad,sezonne_leto,D
31588182,Mestské lesy Nová Baňa s. r. o.,Nová Baňa,Žarnovica,Banskobystrický,48.41225,18.644609,"Drevo, lesníctvo a ostatné",Mestské lesy,lesna_stiepka,Lesná štiepka a haluzina,02 01 07,vedlajsi_produkt,celorocne,D
31588182,Mestské lesy Nová Baňa s. r. o.,Nová Baňa,Žarnovica,Banskobystrický,48.41225,18.644609,"Drevo, lesníctvo a ostatné",Mestské lesy,kora,Odpadová kôra,03 01 01,vedlajsi_produkt,celorocne,D
31588182,Mestské lesy Nová Baňa s. r. o.,Nová Baňa,Žarnovica,Banskobystrický,48.41225,18.644609,"Drevo, lesníctvo a ostatné",Mestské lesy,odrezky_dreva,Odrezky a drevný odpad,03 01 05,vedlajsi_produkt,celorocne,D
31588182,Mestské lesy Nová Baňa s. r. o.,Nová Baňa,Žarnovica,Banskobystrický,48.41225,18.644609,"Drevo, lesníctvo a ostatné",Mestské lesy,konare_stiepka,Konáre a drevná štiepka z údržby zelene,20 02 01,odpad,sezonne_jar,D
31592015,HOTEL ZOBOR s.r.o.,Nitra,Nitra,Nitriansky,48.31257,18.09061,Gastro a stravovacie zariadenia,Hotel,gastro_kuchynsky_odpad,Kuchynský odpad z reštaurácií a hotelov,20 01 08,odpad,celorocne,D
31592015,HOTEL ZOBOR s.r.o.,Nitra,Nitra,Nitriansky,48.31257,18.09061,Gastro a stravovacie zariadenia,Hotel,zvysky_z_taniera,Zvyšky z taniera,20 01 08,odpad,celorocne,D
31592015,HOTEL ZOBOR s.r.o.,Nitra,Nitra,Nitriansky,48.31257,18.09061,Gastro a stravovacie zariadenia,Hotel,gastro_fritovaci_olej,Použitý fritovací olej z gastroprevádzok,20 01 25,odpad,celorocne,D
31592015,HOTEL ZOBOR s.r.o.,Nitra,Nitra,Nitriansky,48.31257,18.09061,Gastro a stravovacie zariadenia,Hotel,gastro_kavova_sedlina,Kávová sedlina z gastroprevádzok,20 01 08,odpad,celorocne,D
31592015,HOTEL ZOBOR s.r.o.,Nitra,Nitra,Nitriansky,48.31257,18.09061,Gastro a stravovacie zariadenia,Hotel,bro_zahrady,Biologicky rozložiteľný odpad zo záhrad,20 02 01,odpad,sezonne_leto,D
31595740,"AGROSTRÁŽOV, spol. s r.o.",Zliechov,Ilava,Trenčiansky,48.95,18.433333,Poľnohospodárstvo a chov,Poľnohospodársky podnik,slama_obilna,Obilná slama,02 01 03,vedlajsi_produkt,sezonne_leto,D
31595740,"AGROSTRÁŽOV, spol. s r.o.",Zliechov,Ilava,Trenčiansky,48.95,18.433333,Poľnohospodárstvo a chov,Poľnohospodársky podnik,kukuricne_korovie,Kukuričné kôrovie a stonky,02 01 03,vedlajsi_produkt,sezonne_jesen,D
31595740,"AGROSTRÁŽOV, spol. s r.o.",Zliechov,Ilava,Trenčiansky,48.95,18.433333,Poľnohospodárstvo a chov,Poľnohospodársky podnik,repkova_slama,Repková slama,02 01 03,vedlajsi_produkt,sezonne_leto,D
31595740,"AGROSTRÁŽOV, spol. s r.o.",Zliechov,Ilava,Trenčiansky,48.95,18.433333,Poľnohospodárstvo a chov,Poľnohospodársky podnik,odpad_cistenie_zrna,Odpad z čistenia a sušenia obilia,02 01 03,vedlajsi_produkt,sezonne_leto,D
31595740,"AGROSTRÁŽOV, spol. s r.o.",Zliechov,Ilava,Trenčiansky,48.95,18.433333,Poľnohospodárstvo a chov,Poľnohospodársky podnik,travna_hmota_ttp,Trávna hmota z lúk a TTP,02 01 03,vedlajsi_produkt,sezonne_leto,D
31598498,Mäsoprodukt spol. s r.o.,Trenčín,Trenčín,Trenčiansky,48.892358,18.039372,Potravinárstvo a nápoje,Mäsospracovanie,kostny_zvysok,Kosti a kostné zvyšky,02 02 02,vedlajsi_produkt,celorocne,D
31598498,Mäsoprodukt spol. s r.o.,Trenčín,Trenčín,Trenčiansky,48.892358,18.039372,Potravinárstvo a nápoje,Mäsospracovanie,kozne_odrezky,Kožné odrezky a podkožný tuk,02 02 02,odpad,celorocne,D
31598498,Mäsoprodukt spol. s r.o.,Trenčín,Trenčín,Trenčiansky,48.892358,18.039372,Potravinárstvo a nápoje,Mäsospracovanie,masovy_flotacny_kal,Flotačný kal z mäsospracovania,02 02 04,odpad,celorocne,D
31598498,Mäsoprodukt spol. s r.o.,Trenčín,Trenčín,Trenčiansky,48.892358,18.039372,Potravinárstvo a nápoje,Mäsospracovanie,zvp_kat3,Živočíšne vedľajšie produkty kategórie 3,02 02 02,vedlajsi_produkt,celorocne,D
31598498,Mäsoprodukt spol. s r.o.,Trenčín,Trenčín,Trenčiansky,48.892358,18.039372,Potravinárstvo a nápoje,Mäsospracovanie,technicky_zivocisny_tuk,Technický živočíšny tuk,02 02 03,vedlajsi_produkt,celorocne,D
31598498,Mäsoprodukt spol. s r.o.,Trenčín,Trenčín,Trenčiansky,48.892358,18.039372,Potravinárstvo a nápoje,Mäsospracovanie,masokostna_mucka,Mäsokostná múčka,02 02 02,odpad,celorocne,D
31598528,"MALENICA, s.r.o.",Pružina,Považská Bystrica,Trenčiansky,49.016667,18.483333,"Drevo, lesníctvo a ostatné",Píla a drevospracovanie,piliny,Piliny a hobliny,03 01 05,vedlajsi_produkt,celorocne,D
31598528,"MALENICA, s.r.o.",Pružina,Považská Bystrica,Trenčiansky,49.016667,18.483333,"Drevo, lesníctvo a ostatné",Píla a drevospracovanie,kora,Odpadová kôra,03 01 01,vedlajsi_produkt,celorocne,D
31598528,"MALENICA, s.r.o.",Pružina,Považská Bystrica,Trenčiansky,49.016667,18.483333,"Drevo, lesníctvo a ostatné",Píla a drevospracovanie,odrezky_dreva,Odrezky a drevný odpad,03 01 05,vedlajsi_produkt,celorocne,D
31600182,"Mestské lesy Kremnica, s.r.o.",Kremnica,Žiar nad Hronom,Banskobystrický,48.7,18.916667,"Drevo, lesníctvo a ostatné",Mestské lesy,lesna_stiepka,Lesná štiepka a haluzina,02 01 07,vedlajsi_produkt,celorocne,D
31600182,"Mestské lesy Kremnica, s.r.o.",Kremnica,Žiar nad Hronom,Banskobystrický,48.7,18.916667,"Drevo, lesníctvo a ostatné",Mestské lesy,kora,Odpadová kôra,03 01 01,vedlajsi_produkt,celorocne,D
31600182,"Mestské lesy Kremnica, s.r.o.",Kremnica,Žiar nad Hronom,Banskobystrický,48.7,18.916667,"Drevo, lesníctvo a ostatné",Mestské lesy,odrezky_dreva,Odrezky a drevný odpad,03 01 05,vedlajsi_produkt,celorocne,D
31600182,"Mestské lesy Kremnica, s.r.o.",Kremnica,Žiar nad Hronom,Banskobystrický,48.7,18.916667,"Drevo, lesníctvo a ostatné",Mestské lesy,konare_stiepka,Konáre a drevná štiepka z údržby zelene,20 02 01,odpad,sezonne_jar,D
31603271,"Mestské lesy, spol. s r.o. Ružomberok",Ružomberok,Ružomberok,Žilinský,49.08187,19.302965,"Drevo, lesníctvo a ostatné",Mestské lesy,lesna_stiepka,Lesná štiepka a haluzina,02 01 07,vedlajsi_produkt,celorocne,D
31603271,"Mestské lesy, spol. s r.o. Ružomberok",Ružomberok,Ružomberok,Žilinský,49.08187,19.302965,"Drevo, lesníctvo a ostatné",Mestské lesy,kora,Odpadová kôra,03 01 01,vedlajsi_produkt,celorocne,D
31603271,"Mestské lesy, spol. s r.o. Ružomberok",Ružomberok,Ružomberok,Žilinský,49.08187,19.302965,"Drevo, lesníctvo a ostatné",Mestské lesy,odrezky_dreva,Odrezky a drevný odpad,03 01 05,vedlajsi_produkt,celorocne,D
31603271,"Mestské lesy, spol. s r.o. Ružomberok",Ružomberok,Ružomberok,Žilinský,49.08187,19.302965,"Drevo, lesníctvo a ostatné",Mestské lesy,konare_stiepka,Konáre a drevná štiepka z údržby zelene,20 02 01,odpad,sezonne_jar,D
31605397,"Obecná píla Ľubietová, spol. s r.o.",Ľubietová,Banská Bystrica,Banskobystrický,48.748315,19.358256,"Drevo, lesníctvo a ostatné",Píla a drevospracovanie,piliny,Piliny a hobliny,03 01 05,vedlajsi_produkt,celorocne,D
31605397,"Obecná píla Ľubietová, spol. s r.o.",Ľubietová,Banská Bystrica,Banskobystrický,48.748315,19.358256,"Drevo, lesníctvo a ostatné",Píla a drevospracovanie,kora,Odpadová kôra,03 01 01,vedlajsi_produkt,celorocne,D
31605397,"Obecná píla Ľubietová, spol. s r.o.",Ľubietová,Banská Bystrica,Banskobystrický,48.748315,19.358256,"Drevo, lesníctvo a ostatné",Píla a drevospracovanie,odrezky_dreva,Odrezky a drevný odpad,03 01 05,vedlajsi_produkt,celorocne,D
31609911,"Technické služby, s.r.o. Dolný Kubín",Dolný Kubín,Dolný Kubín,Žilinský,49.218073,19.29539,Komunálny a gastro bioodpad,Technické služby mesta / obce,travna_hmota_kosba,Trávna hmota z kosby verejnej zelene,20 02 01,odpad,sezonne_leto,D
31609911,"Technické služby, s.r.o. Dolný Kubín",Dolný Kubín,Dolný Kubín,Žilinský,49.218073,19.29539,Komunálny a gastro bioodpad,Technické služby mesta / obce,konare_stiepka,Konáre a drevná štiepka z údržby zelene,20 02 01,odpad,sezonne_jar,D
31609911,"Technické služby, s.r.o. Dolný Kubín",Dolný Kubín,Dolný Kubín,Žilinský,49.218073,19.29539,Komunálny a gastro bioodpad,Technické služby mesta / obce,listie,Lístie z verejnej zelene,20 02 01,odpad,sezonne_jesen,D
31609911,"Technické služby, s.r.o. Dolný Kubín",Dolný Kubín,Dolný Kubín,Žilinský,49.218073,19.29539,Komunálny a gastro bioodpad,Technické služby mesta / obce,bro_zahrady,Biologicky rozložiteľný odpad zo záhrad,20 02 01,odpad,sezonne_leto,D
31609911,"Technické služby, s.r.o. Dolný Kubín",Dolný Kubín,Dolný Kubín,Žilinský,49.218073,19.29539,Komunálny a gastro bioodpad,Technické služby mesta / obce,odpad_trhoviska,Odpad z trhovísk,20 03 02,odpad,sezonne_leto,D
31611907,"DOBROTA Orava, s.r.o.",Dolný Kubín,Dolný Kubín,Žilinský,49.218073,19.29539,Potravinárstvo a nápoje,Pekáreň,pekarenske_zvysky,Pekárenské zvyšky,02 06 01,vedlajsi_produkt,celorocne,D
31611907,"DOBROTA Orava, s.r.o.",Dolný Kubín,Dolný Kubín,Žilinský,49.218073,19.29539,Potravinárstvo a nápoje,Pekáreň,cestovinove_zvysky,Cestovinové a múčne zvyšky,02 06 01,vedlajsi_produkt,celorocne,D
31613314,"Mestské lesy Považská Bystrica, s.r.o.",Považská Bystrica,Považská Bystrica,Trenčiansky,49.114507,18.447319,"Drevo, lesníctvo a ostatné",Mestské lesy,lesna_stiepka,Lesná štiepka a haluzina,02 01 07,vedlajsi_produkt,celorocne,D
31613314,"Mestské lesy Považská Bystrica, s.r.o.",Považská Bystrica,Považská Bystrica,Trenčiansky,49.114507,18.447319,"Drevo, lesníctvo a ostatné",Mestské lesy,kora,Odpadová kôra,03 01 01,vedlajsi_produkt,celorocne,D
31613314,"Mestské lesy Považská Bystrica, s.r.o.",Považská Bystrica,Považská Bystrica,Trenčiansky,49.114507,18.447319,"Drevo, lesníctvo a ostatné",Mestské lesy,odrezky_dreva,Odrezky a drevný odpad,03 01 05,vedlajsi_produkt,celorocne,D
31613314,"Mestské lesy Považská Bystrica, s.r.o.",Považská Bystrica,Považská Bystrica,Trenčiansky,49.114507,18.447319,"Drevo, lesníctvo a ostatné",Mestské lesy,konare_stiepka,Konáre a drevná štiepka z údržby zelene,20 02 01,odpad,sezonne_jar,D
